,ID_Gato,Raza,Edad,Enfermedad,Historial_Clinico,Sintomas,Condicion_Salud,Estilo_Vida,Tratamiento,Resultado
782,783,Bengalí,12,Hipertiroidismo,Severo,Ninguno,Crónica,Exterior,Medicación tiroidea,Sin Cambio
783,784,Bengalí,9,Enfermedad renal,Moderado,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
784,785,Persa,1,Enfermedad renal,Moderado,Moderado,Crónica,Interior,Antihistamínicos,Mejora
785,786,Siamés,6,Alergias,Ninguno,Moderado,Ocasional,Interior,Antihistamínicos,Mejora
786,787,Persa,9,Hipertiroidismo,Ninguno,Severo,Ninguna,Exterior,Medicación tiroidea,Deterioro
787,788,Bengalí,13,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Antibióticos,Deterioro
788,789,Ragdoll,8,Alergias,Moderado,Ninguno,Ninguna,Interior,Antibióticos,Sin Cambio
789,790,Siamés,15,Diabetes,Moderado,Leve,Crónica,Interior,Insulina,Mejora
790,791,Ragdoll,8,Diabetes,Leve,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
791,792,Siamés,7,Alergias,Severo,Moderado,Ocasional,Interior,Insulina,Mejora
792,793,Siamés,15,Hipertiroidismo,Leve,Ninguno,Ninguna,Interior,Insulina,Deterioro
793,794,Bengalí,3,Enfermedad renal,Severo,Moderado,Ninguna,Exterior,Antihistamínicos,Mejora
794,795,Persa,1,Diabetes,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Deterioro
795,796,Ragdoll,2,Diabetes,Ninguno,Ninguno,Ninguna,Interior,Medicación tiroidea,Sin Cambio
796,797,Bengalí,14,Enfermedad renal,Moderado,Ninguno,Crónica,Exterior,Medicación tiroidea,Mejora
797,798,Persa,6,Diabetes,Leve,Severo,Ninguna,Exterior,Terapia de fluidos,Deterioro
798,799,British Shorthair,1,Infección urinaria,Moderado,Moderado,Ocasional,Interior,Antibióticos,Sin Cambio
799,800,Siamés,11,Diabetes,Ninguno,Moderado,Ninguna,Exterior,Antihistamínicos,Sin Cambio
800,801,Ragdoll,1,Diabetes,Moderado,Moderado,Ocasional,Exterior,Terapia de fluidos,Mejora
801,802,British Shorthair,14,Alergias,Severo,Ninguno,Ninguna,Interior,Insulina,Deterioro
802,803,Ragdoll,1,Diabetes,Leve,Leve,Crónica,Interior,Medicación tiroidea,Mejora
803,804,Bengalí,11,Infección urinaria,Ninguno,Severo,Ocasional,Interior,Antibióticos,Sin Cambio
804,805,Siamés,1,Diabetes,Severo,Severo,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
805,806,Bengalí,1,Infección urinaria,Ninguno,Moderado,Ocasional,Exterior,Terapia de fluidos,Mejora
806,807,Siamés,13,Enfermedad renal,Ninguno,Severo,Crónica,Interior,Medicación tiroidea,Deterioro
807,808,Ragdoll,11,Infección urinaria,Ninguno,Ninguno,Ninguna,Interior,Medicación tiroidea,Sin Cambio
808,809,Bengalí,3,Infección urinaria,Ninguno,Ninguno,Ninguna,Exterior,Insulina,Mejora
809,810,Bengalí,1,Enfermedad renal,Severo,Moderado,Ninguna,Exterior,Terapia de fluidos,Mejora
810,811,British Shorthair,11,Hipertiroidismo,Severo,Moderado,Ocasional,Exterior,Insulina,Deterioro
811,812,Bengalí,9,Enfermedad renal,Moderado,Ninguno,Ninguna,Exterior,Antibióticos,Sin Cambio
812,813,Ragdoll,1,Enfermedad renal,Severo,Moderado,Crónica,Exterior,Medicación tiroidea,Sin Cambio
813,814,Bengalí,7,Diabetes,Severo,Ninguno,Ocasional,Exterior,Antihistamínicos,Sin Cambio
814,815,Siamés,6,Diabetes,Severo,Severo,Ocasional,Interior,Insulina,Mejora
815,816,Persa,12,Enfermedad renal,Ninguno,Leve,Ocasional,Interior,Insulina,Mejora
816,817,Ragdoll,12,Diabetes,Ninguno,Severo,Crónica,Exterior,Medicación tiroidea,Mejora
817,818,British Shorthair,14,Diabetes,Ninguno,Leve,Crónica,Interior,Insulina,Sin Cambio
818,819,British Shorthair,11,Hipertiroidismo,Ninguno,Moderado,Ninguna,Exterior,Insulina,Sin Cambio
819,820,Bengalí,8,Alergias,Leve,Severo,Ninguna,Interior,Insulina,Deterioro
820,821,British Shorthair,7,Diabetes,Leve,Moderado,Ninguna,Interior,Insulina,Sin Cambio
821,822,Siamés,11,Alergias,Severo,Leve,Ninguna,Interior,Antibióticos,Mejora
822,823,Ragdoll,2,Hipertiroidismo,Leve,Severo,Ninguna,Exterior,Antibióticos,Deterioro
823,824,British Shorthair,1,Hipertiroidismo,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Mejora
824,825,Persa,12,Infección urinaria,Ninguno,Severo,Ocasional,Interior,Antibióticos,Mejora
825,826,British Shorthair,12,Enfermedad renal,Moderado,Severo,Crónica,Exterior,Medicación tiroidea,Mejora
826,827,Persa,11,Alergias,Severo,Leve,Crónica,Interior,Medicación tiroidea,Mejora
827,828,Persa,6,Hipertiroidismo,Severo,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
828,829,British Shorthair,4,Alergias,Ninguno,Severo,Ninguna,Exterior,Antihistamínicos,Mejora
829,830,Bengalí,3,Enfermedad renal,Severo,Ninguno,Ninguna,Interior,Terapia de fluidos,Mejora
830,831,Siamés,12,Infección urinaria,Ninguno,Leve,Crónica,Exterior,Terapia de fluidos,Mejora
831,832,Persa,15,Alergias,Severo,Ninguno,Ninguna,Interior,Insulina,Mejora
832,833,Siamés,13,Diabetes,Ninguno,Severo,Ninguna,Interior,Antibióticos,Sin Cambio
833,834,Persa,6,Enfermedad renal,Severo,Ninguno,Crónica,Exterior,Medicación tiroidea,Deterioro
834,835,British Shorthair,4,Alergias,Ninguno,Ninguno,Ninguna,Exterior,Antihistamínicos,Mejora
835,836,Bengalí,2,Diabetes,Leve,Severo,Crónica,Interior,Insulina,Deterioro
836,837,Bengalí,2,Hipertiroidismo,Moderado,Moderado,Crónica,Interior,Terapia de fluidos,Mejora
837,838,Persa,1,Alergias,Severo,Ninguno,Crónica,Interior,Insulina,Sin Cambio
838,839,Persa,15,Diabetes,Ninguno,Severo,Crónica,Exterior,Insulina,Mejora
839,840,British Shorthair,5,Hipertiroidismo,Leve,Leve,Ninguna,Exterior,Terapia de fluidos,Sin Cambio
840,841,British Shorthair,4,Infección urinaria,Ninguno,Moderado,Crónica,Exterior,Terapia de fluidos,Deterioro
841,842,Siamés,13,Alergias,Moderado,Leve,Crónica,Interior,Terapia de fluidos,Mejora
842,843,Persa,2,Enfermedad renal,Leve,Leve,Ninguna,Interior,Antibióticos,Mejora
843,844,Siamés,7,Enfermedad renal,Moderado,Severo,Ocasional,Interior,Terapia de fluidos,Mejora
844,845,Ragdoll,12,Diabetes,Ninguno,Ninguno,Crónica,Interior,Insulina,Deterioro
845,846,Bengalí,6,Hipertiroidismo,Severo,Severo,Ninguna,Interior,Insulina,Deterioro
846,847,Persa,8,Hipertiroidismo,Leve,Moderado,Ocasional,Interior,Medicación tiroidea,Deterioro
847,848,Bengalí,13,Infección urinaria,Moderado,Moderado,Crónica,Exterior,Antibióticos,Mejora
848,849,Ragdoll,4,Infección urinaria,Severo,Leve,Ninguna,Exterior,Terapia de fluidos,Mejora
849,850,Siamés,12,Hipertiroidismo,Ninguno,Leve,Crónica,Interior,Insulina,Sin Cambio
850,851,British Shorthair,6,Enfermedad renal,Ninguno,Leve,Crónica,Exterior,Medicación tiroidea,Deterioro
851,852,Ragdoll,2,Infección urinaria,Ninguno,Moderado,Ocasional,Exterior,Insulina,Deterioro
852,853,Siamés,9,Diabetes,Severo,Ninguno,Ninguna,Interior,Medicación tiroidea,Mejora
853,854,Bengalí,3,Alergias,Ninguno,Leve,Crónica,Exterior,Medicación tiroidea,Mejora
854,855,Persa,4,Alergias,Severo,Leve,Ocasional,Exterior,Antihistamínicos,Sin Cambio
855,856,British Shorthair,12,Infección urinaria,Moderado,Severo,Crónica,Interior,Insulina,Mejora
856,857,Bengalí,10,Infección urinaria,Leve,Ninguno,Ninguna,Interior,Medicación tiroidea,Mejora
857,858,Siamés,2,Alergias,Leve,Moderado,Crónica,Interior,Antibióticos,Deterioro
858,859,Persa,6,Enfermedad renal,Leve,Severo,Crónica,Exterior,Insulina,Mejora
859,860,Bengalí,8,Diabetes,Moderado,Leve,Ocasional,Interior,Medicación tiroidea,Sin Cambio
860,861,Ragdoll,4,Alergias,Leve,Moderado,Crónica,Exterior,Insulina,Sin Cambio
861,862,Siamés,6,Alergias,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Mejora
862,863,Siamés,4,Alergias,Severo,Leve,Ocasional,Interior,Terapia de fluidos,Mejora
863,864,Ragdoll,6,Alergias,Severo,Moderado,Ninguna,Interior,Medicación tiroidea,Deterioro
864,865,Persa,6,Alergias,Severo,Moderado,Ocasional,Exterior,Medicación tiroidea,Mejora
865,866,Bengalí,9,Hipertiroidismo,Leve,Leve,Ninguna,Interior,Terapia de fluidos,Mejora
866,867,Ragdoll,11,Diabetes,Leve,Ninguno,Ocasional,Exterior,Insulina,Mejora
867,868,Persa,8,Enfermedad renal,Moderado,Ninguno,Ocasional,Interior,Medicación tiroidea,Sin Cambio
868,869,Bengalí,10,Enfermedad renal,Ninguno,Moderado,Crónica,Exterior,Antihistamínicos,Sin Cambio
869,870,Ragdoll,13,Alergias,Leve,Severo,Ninguna,Exterior,Insulina,Mejora
870,871,Siamés,12,Infección urinaria,Moderado,Severo,Crónica,Exterior,Insulina,Mejora
871,872,Persa,10,Diabetes,Severo,Moderado,Ocasional,Exterior,Medicación tiroidea,Mejora
872,873,Ragdoll,10,Alergias,Ninguno,Ninguno,Ocasional,Interior,Antibióticos,Mejora
873,874,British Shorthair,4,Diabetes,Leve,Moderado,Crónica,Exterior,Antibióticos,Deterioro
874,875,Siamés,4,Enfermedad renal,Moderado,Ninguno,Crónica,Interior,Antibióticos,Sin Cambio
875,876,Persa,1,Hipertiroidismo,Severo,Leve,Crónica,Interior,Antihistamínicos,Sin Cambio
876,877,Bengalí,14,Alergias,Ninguno,Ninguno,Ocasional,Exterior,Medicación tiroidea,Deterioro
877,878,Siamés,10,Enfermedad renal,Moderado,Moderado,Ninguna,Exterior,Insulina,Sin Cambio
878,879,Bengalí,12,Infección urinaria,Leve,Moderado,Ninguna,Interior,Antibióticos,Mejora
879,880,British Shorthair,11,Alergias,Ninguno,Moderado,Ocasional,Exterior,Terapia de fluidos,Sin Cambio
880,881,Siamés,7,Hipertiroidismo,Severo,Leve,Crónica,Exterior,Medicación tiroidea,Deterioro
881,882,British Shorthair,4,Infección urinaria,Severo,Severo,Ocasional,Interior,Antihistamínicos,Mejora
882,883,British Shorthair,1,Hipertiroidismo,Moderado,Ninguno,Ocasional,Interior,Terapia de fluidos,Mejora
883,884,Bengalí,9,Alergias,Ninguno,Moderado,Ninguna,Interior,Antibióticos,Sin Cambio
884,885,British Shorthair,9,Infección urinaria,Moderado,Severo,Crónica,Interior,Terapia de fluidos,Deterioro
885,886,Persa,4,Diabetes,Leve,Severo,Ninguna,Interior,Medicación tiroidea,Mejora
886,887,British Shorthair,15,Enfermedad renal,Ninguno,Ninguno,Ninguna,Exterior,Antihistamínicos,Mejora
887,888,Persa,13,Alergias,Ninguno,Leve,Ninguna,Interior,Medicación tiroidea,Mejora
888,889,Ragdoll,9,Infección urinaria,Severo,Ninguno,Crónica,Exterior,Insulina,Mejora
889,890,Siamés,11,Hipertiroidismo,Leve,Moderado,Ocasional,Exterior,Antihistamínicos,Deterioro
890,891,Bengalí,12,Diabetes,Moderado,Leve,Crónica,Interior,Terapia de fluidos,Sin Cambio
891,892,Bengalí,6,Diabetes,Leve,Moderado,Ocasional,Interior,Insulina,Mejora
892,893,Persa,12,Alergias,Severo,Severo,Crónica,Exterior,Terapia de fluidos,Sin Cambio
893,894,Ragdoll,13,Enfermedad renal,Severo,Severo,Crónica,Interior,Antibióticos,Mejora
894,895,British Shorthair,14,Infección urinaria,Severo,Ninguno,Ocasional,Exterior,Antibióticos,Sin Cambio
895,896,Bengalí,10,Hipertiroidismo,Severo,Moderado,Ocasional,Interior,Antihistamínicos,Mejora
896,897,British Shorthair,7,Alergias,Severo,Leve,Ocasional,Interior,Antibióticos,Mejora
897,898,Persa,2,Infección urinaria,Severo,Ninguno,Crónica,Exterior,Antihistamínicos,Mejora
898,899,British Shorthair,1,Alergias,Severo,Moderado,Ocasional,Exterior,Insulina,Deterioro
899,900,Bengalí,15,Diabetes,Ninguno,Moderado,Crónica,Exterior,Antibióticos,Sin Cambio
900,901,British Shorthair,15,Enfermedad renal,Moderado,Moderado,Crónica,Interior,Antihistamínicos,Mejora
901,902,Bengalí,9,Infección urinaria,Ninguno,Ninguno,Crónica,Exterior,Terapia de fluidos,Sin Cambio
902,903,Ragdoll,8,Hipertiroidismo,Severo,Moderado,Ocasional,Interior,Antihistamínicos,Mejora
903,904,Ragdoll,13,Hipertiroidismo,Severo,Ninguno,Crónica,Exterior,Terapia de fluidos,Deterioro
904,905,Siamés,4,Alergias,Severo,Ninguno,Ocasional,Interior,Antihistamínicos,Sin Cambio
905,906,Bengalí,11,Enfermedad renal,Ninguno,Severo,Ninguna,Exterior,Antibióticos,Mejora
906,907,British Shorthair,8,Enfermedad renal,Severo,Moderado,Ocasional,Exterior,Antihistamínicos,Mejora
907,908,Siamés,9,Infección urinaria,Leve,Leve,Ocasional,Interior,Antihistamínicos,Sin Cambio
908,909,Ragdoll,12,Diabetes,Ninguno,Severo,Ninguna,Interior,Terapia de fluidos,Deterioro
909,910,British Shorthair,11,Alergias,Ninguno,Moderado,Ninguna,Exterior,Insulina,Mejora
910,911,Bengalí,13,Hipertiroidismo,Ninguno,Ninguno,Ninguna,Interior,Medicación tiroidea,Sin Cambio
911,912,Persa,9,Hipertiroidismo,Ninguno,Leve,Crónica,Interior,Antibióticos,Sin Cambio
912,913,Siamés,7,Hipertiroidismo,Severo,Severo,Ninguna,Interior,Medicación tiroidea,Deterioro
913,914,British Shorthair,15,Hipertiroidismo,Ninguno,Severo,Ocasional,Exterior,Insulina,Sin Cambio
914,915,Persa,8,Infección urinaria,Ninguno,Severo,Ocasional,Interior,Antihistamínicos,Mejora
915,916,Bengalí,5,Enfermedad renal,Ninguno,Ninguno,Ninguna,Exterior,Insulina,Mejora
916,917,Siamés,12,Hipertiroidismo,Moderado,Ninguno,Ocasional,Exterior,Insulina,Deterioro
917,918,Siamés,7,Hipertiroidismo,Ninguno,Severo,Ninguna,Exterior,Medicación tiroidea,Deterioro
918,919,Bengalí,13,Enfermedad renal,Moderado,Leve,Crónica,Exterior,Antihistamínicos,Deterioro
919,920,Ragdoll,10,Enfermedad renal,Moderado,Ninguno,Ocasional,Exterior,Medicación tiroidea,Deterioro
920,921,Siamés,5,Infección urinaria,Moderado,Leve,Ninguna,Exterior,Medicación tiroidea,Mejora
921,922,Persa,14,Diabetes,Severo,Moderado,Ocasional,Interior,Insulina,Sin Cambio
922,923,Persa,3,Infección urinaria,Severo,Severo,Ocasional,Interior,Antibióticos,Sin Cambio
923,924,Bengalí,2,Hipertiroidismo,Ninguno,Ninguno,Ocasional,Interior,Antihistamínicos,Mejora
924,925,British Shorthair,3,Diabetes,Severo,Leve,Crónica,Exterior,Medicación tiroidea,Mejora
925,926,Ragdoll,7,Alergias,Severo,Moderado,Ninguna,Interior,Medicación tiroidea,Mejora
926,927,Siamés,11,Alergias,Severo,Leve,Ninguna,Exterior,Antibióticos,Sin Cambio
927,928,British Shorthair,10,Alergias,Leve,Severo,Ninguna,Interior,Terapia de fluidos,Deterioro
928,929,Persa,4,Infección urinaria,Severo,Leve,Ocasional,Interior,Terapia de fluidos,Mejora
929,930,British Shorthair,3,Enfermedad renal,Severo,Moderado,Ocasional,Interior,Terapia de fluidos,Mejora
930,931,British Shorthair,6,Enfermedad renal,Moderado,Severo,Crónica,Interior,Antihistamínicos,Sin Cambio
931,932,Siamés,6,Enfermedad renal,Moderado,Ninguno,Ocasional,Exterior,Antihistamínicos,Sin Cambio
932,933,British Shorthair,12,Infección urinaria,Leve,Severo,Ninguna,Interior,Insulina,Mejora
933,934,Bengalí,6,Alergias,Leve,Severo,Ninguna,Exterior,Antibióticos,Mejora
934,935,Persa,5,Diabetes,Leve,Ninguno,Ocasional,Interior,Antibióticos,Deterioro
935,936,British Shorthair,13,Hipertiroidismo,Ninguno,Severo,Ocasional,Exterior,Antibióticos,Mejora
936,937,Siamés,3,Infección urinaria,Moderado,Leve,Ocasional,Exterior,Terapia de fluidos,Mejora
937,938,Siamés,11,Diabetes,Leve,Moderado,Ocasional,Interior,Medicación tiroidea,Deterioro
938,939,British Shorthair,13,Hipertiroidismo,Severo,Ninguno,Ocasional,Interior,Antibióticos,Sin Cambio
939,940,Siamés,14,Infección urinaria,Moderado,Moderado,Crónica,Exterior,Antihistamínicos,Mejora
940,941,Ragdoll,5,Hipertiroidismo,Moderado,Ninguno,Ocasional,Interior,Terapia de fluidos,Sin Cambio
941,942,Siamés,6,Enfermedad renal,Severo,Leve,Ninguna,Exterior,Terapia de fluidos,Sin Cambio
942,943,Bengalí,4,Diabetes,Ninguno,Leve,Ocasional,Exterior,Medicación tiroidea,Mejora
943,944,Ragdoll,10,Infección urinaria,Ninguno,Ninguno,Ocasional,Interior,Terapia de fluidos,Sin Cambio
944,945,Bengalí,4,Enfermedad renal,Leve,Moderado,Ninguna,Interior,Medicación tiroidea,Deterioro
945,946,British Shorthair,3,Diabetes,Severo,Moderado,Crónica,Exterior,Insulina,Mejora
946,947,Ragdoll,10,Hipertiroidismo,Moderado,Leve,Ninguna,Interior,Antihistamínicos,Deterioro
947,948,Persa,2,Diabetes,Ninguno,Ninguno,Ninguna,Exterior,Insulina,Sin Cambio
948,949,Ragdoll,6,Infección urinaria,Leve,Moderado,Crónica,Exterior,Insulina,Deterioro
949,950,Persa,2,Enfermedad renal,Severo,Ninguno,Crónica,Interior,Antihistamínicos,Mejora
950,951,Ragdoll,11,Enfermedad renal,Moderado,Moderado,Ninguna,Exterior,Antibióticos,Deterioro
951,952,Persa,10,Hipertiroidismo,Severo,Ninguno,Crónica,Interior,Medicación tiroidea,Mejora
952,953,Siamés,8,Diabetes,Moderado,Severo,Ocasional,Interior,Insulina,Deterioro
953,954,Siamés,8,Alergias,Severo,Severo,Ninguna,Interior,Medicación tiroidea,Mejora
954,955,Bengalí,4,Diabetes,Ninguno,Severo,Ninguna,Exterior,Antibióticos,Sin Cambio
955,956,Ragdoll,2,Alergias,Leve,Leve,Ocasional,Interior,Antibióticos,Mejora
956,957,Bengalí,15,Infección urinaria,Severo,Leve,Crónica,Interior,Insulina,Mejora
957,958,Ragdoll,12,Hipertiroidismo,Moderado,Severo,Ocasional,Interior,Antihistamínicos,Sin Cambio
958,959,British Shorthair,11,Alergias,Severo,Severo,Ninguna,Interior,Antihistamínicos,Deterioro
959,960,British Shorthair,5,Alergias,Leve,Moderado,Ocasional,Interior,Insulina,Mejora
960,961,Persa,8,Enfermedad renal,Ninguno,Moderado,Crónica,Interior,Antibióticos,Sin Cambio
961,962,Siamés,6,Infección urinaria,Moderado,Severo,Ninguna,Exterior,Medicación tiroidea,Sin Cambio
962,963,Ragdoll,4,Hipertiroidismo,Ninguno,Ninguno,Crónica,Exterior,Terapia de fluidos,Mejora
963,964,Bengalí,1,Infección urinaria,Ninguno,Ninguno,Crónica,Exterior,Antihistamínicos,Sin Cambio
964,965,Bengalí,10,Alergias,Ninguno,Ninguno,Crónica,Exterior,Terapia de fluidos,Mejora
965,966,Bengalí,9,Hipertiroidismo,Leve,Ninguno,Crónica,Exterior,Antibióticos,Sin Cambio
966,967,Bengalí,3,Hipertiroidismo,Moderado,Ninguno,Ocasional,Exterior,Medicación tiroidea,Sin Cambio
967,968,British Shorthair,4,Enfermedad renal,Ninguno,Ninguno,Ninguna,Interior,Antibióticos,Mejora
968,969,Ragdoll,7,Alergias,Leve,Leve,Ninguna,Exterior,Terapia de fluidos,Mejora
969,970,British Shorthair,7,Hipertiroidismo,Ninguno,Ninguno,Ocasional,Exterior,Terapia de fluidos,Sin Cambio
970,971,Ragdoll,4,Enfermedad renal,Moderado,Severo,Ocasional,Interior,Antihistamínicos,Sin Cambio
971,972,Siamés,13,Infección urinaria,Ninguno,Moderado,Crónica,Interior,Antihistamínicos,Mejora
972,973,Siamés,12,Infección urinaria,Severo,Ninguno,Ocasional,Exterior,Antihistamínicos,Mejora
973,974,Ragdoll,3,Enfermedad renal,Moderado,Leve,Crónica,Interior,Medicación tiroidea,Sin Cambio
974,975,British Shorthair,9,Infección urinaria,Moderado,Leve,Crónica,Exterior,Terapia de fluidos,Sin Cambio
975,976,Bengalí,1,Enfermedad renal,Severo,Moderado,Ocasional,Interior,Medicación tiroidea,Mejora
976,977,Persa,6,Diabetes,Moderado,Ninguno,Ocasional,Interior,Antihistamínicos,Mejora
977,978,Bengalí,15,Diabetes,Severo,Leve,Ocasional,Interior,Antibióticos,Sin Cambio
978,979,British Shorthair,8,Hipertiroidismo,Severo,Severo,Ocasional,Interior,Antihistamínicos,Mejora
979,980,Siamés,3,Hipertiroidismo,Moderado,Moderado,Ocasional,Interior,Antihistamínicos,Mejora
980,981,Bengalí,15,Diabetes,Ninguno,Ninguno,Crónica,Exterior,Medicación tiroidea,Mejora
981,982,Persa,5,Hipertiroidismo,Severo,Ninguno,Crónica,Interior,Antibióticos,Deterioro
982,983,Persa,1,Enfermedad renal,Severo,Severo,Ninguna,Interior,Insulina,Mejora
983,984,Persa,15,Infección urinaria,Ninguno,Leve,Crónica,Interior,Insulina,Mejora
984,985,Persa,8,Alergias,Ninguno,Moderado,Ninguna,Exterior,Terapia de fluidos,Mejora
985,986,Bengalí,8,Infección urinaria,Leve,Leve,Ninguna,Interior,Antihistamínicos,Mejora
986,987,Ragdoll,9,Diabetes,Leve,Ninguno,Crónica,Exterior,Medicación tiroidea,Sin Cambio
987,988,Bengalí,14,Infección urinaria,Severo,Ninguno,Ocasional,Interior,Antihistamínicos,Mejora
988,989,Persa,5,Hipertiroidismo,Severo,Leve,Crónica,Interior,Antihistamínicos,Deterioro
989,990,British Shorthair,6,Hipertiroidismo,Severo,Leve,Ocasional,Interior,Antibióticos,Deterioro
990,991,Ragdoll,15,Enfermedad renal,Ninguno,Ninguno,Ocasional,Interior,Insulina,Mejora
991,992,British Shorthair,3,Enfermedad renal,Moderado,Leve,Crónica,Exterior,Antibióticos,Sin Cambio
992,993,Persa,2,Diabetes,Severo,Severo,Ninguna,Interior,Antihistamínicos,Mejora
993,994,Persa,5,Alergias,Leve,Moderado,Ocasional,Exterior,Medicación tiroidea,Mejora
994,995,Persa,12,Diabetes,Moderado,Moderado,Ninguna,Exterior,Antihistamínicos,Sin Cambio
995,996,Siamés,5,Infección urinaria,Leve,Leve,Ninguna,Exterior,Terapia de fluidos,Deterioro
996,997,Persa,10,Diabetes,Moderado,Ninguno,Crónica,Exterior,Antihistamínicos,Deterioro
997,998,Siamés,10,Hipertiroidismo,Moderado,Leve,Ocasional,Interior,Antibióticos,Sin Cambio
998,999,Bengalí,14,Alergias,Leve,Severo,Ninguna,Interior,Insulina,Deterioro
999,1000,British Shorthair,4,Diabetes,Ninguno,Moderado,Ninguna,Exterior,Terapia de fluidos,Mejora
